id,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
1541,NOXPIRIN® QUICKGELS,LABORATORIOS SIEGFRIED S.A.S,INVIMA 2016M-0017025,04/27/2016,05/12/2021,Vigente,20102488,14,4,PORTA BLÍSTER POR 1 BLÍSTER EN FOIL ALUMINIO/PVDC POR 4 CAPSULAS BLANDAS.,Activo,04/18/2018,N/A,No,U,R01BA53,FENILEFRINA COMBINACIONES,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
1542,NORMOLIP,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0005779-R1,05/19/2006,04/06/2022,Vigente,19961089,11,80,CAJA EN PVC DÚPLEX POR 80 CÁPSULAS EN BLISTER PVC TRANSPARENTE/ALUMINIO,Inactivo,11/14/2013,03/13/2017,No,U,C10AB05,FENOFIBRATO,ORAL,A,FENOFIBRATO,mg,200,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER
1543,ARTREN CAPSULAS,MERCK S.A.,INVIMA 2016M-012174-R3,01/01/1999,07/05/2021,Vigente,38893,6,20,CAJA POR 20 CAPSULAS EN BLISTER PVC-PVDC-ALUMINIO,Activo,11/10/2006,N/A,No,U,M01AB05,DICLOFENACO,ORAL,A,MICROGRANULOS DE DICLOFENACO SÓDICO EQUIVALENTE A,mg,100,CAPSULA,CAPSULA DURA,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER
1544,BROMURO DE OTILONIO 40 MG COMPRIMIDOS RECUBIERTOS.,GENFAR S.A.,INVIMA 2015M-0016263,09/10/2015,10/02/2020,Vigente,20091435,11,200,PRESENTACIÓN USO INSTITUCIONAL: CAJA POR 200 COMPRIMIDOS RECUBIERTOS EN VEINTE BLISTER PVC/PVDC TRANSPARENTE /ALUMINIO X 10 COMPRIMIDOS RECUBIERTOS CADA UNO.,Activo,06/30/2015,N/A,No,U,A03AB06,OTILONIO BROMURO,ORAL,A,BROMURO DE OTILONIO,mg,40,COMPRIMIDO RECUBIERTO,TABLETA RECUBIERTA,SANOFI - AVENTIS DE COLOMBIA S.A..,FABRICANTE,FABRICAR Y VENDER
1545,GLUCOSAMINA SULFATO 1500 MG + CONDROITINA SULFATO 1200 MG.,LA SANTE VITAL LIMITADA,INVIMA 2015M-0004572-R1,07/11/2005,09/11/2020,Vigente,19951818,5,30,CAJA PLEGADIZA POR 30 SOBRES EN SACHET DE POLIETILENO / ALUMINIO / PAPEL POUCH POR 5 G CADA UNO.,Activo,09/28/2011,N/A,No,U,M01AX25,CONDROITIN SULFATO,ORAL,A,CONDROITINA SULFATO SODICA EQUIVALENTE A CONDROITINA SULFATO,g,1.2,SOBRE POR 5 G DE GRANULADO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,FABRICAR Y VENDER
1546,FORT-GRIP,LABORATORIOS WEIDER LTDA,INVIMA 2015M-0016625,11/26/2015,12/21/2020,Vigente,20097709,1,3,CAJA POR 3 CAPSULAS BLANDAS EN BLISTER PVC-PVDC TRANSPARENTE / ALUMINIO POR 3 CÁPSULAS,Activo,11/18/2015,N/A,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5,CAPSULA BLANDA,CAPSULA BLANDA,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
1547,GLYXAMBI® 10 MG/ 5 MG,BOEHRINGER INGELHEIM INTERNATIONAL GMBH,INVIMA 2018M-0018505,11/01/2018,12/24/2023,Vigente,20126285,1,30,CAJA POR 30 TABLETAS RECUBIERTAS EN BLÍSTER ALU/PVC/PVDC TRANSPARENTE,Activo,07/07/2018,N/A,No,U,A10BD19,EMPAGLIFLOZINA / LINAGLIPTINA,ORAL,A,EMPAGLIFLOZINA,mg,10,TABLETA RECUBIERTA,TABLETA RECUBIERTA,BOEHRINGER INGELHEIM S. A.,IMPORTADOR,IMPORTAR Y VENDER
1548,CONVERTAL D 100,SCANDINAVIA PHARMA LTDA.,INVIMA 2016M-0003205-R1,03/19/2004,08/18/2021,Vigente,19943333,2,2,MUESTRA MÉDICA: CAJA POR 2 COMPRIMIDOS RECUBIERTOS EN BLISTER DE ALUMINIO/PVC/ACLAR 200.,Activo,11/10/2006,N/A,Si,U,C09DA01,LOSARTAN Y DIURETICOS,ORAL,A,HIDROCLOROTIAZIDA,mg,25,COMPRIMIDO RECUBIERTO.,COMPRIMIDO,ROEMMERS S.A.,FABRICANTE,IMPORTAR Y VENDER
1549,ACETAMINOFEN + CODEINA 325 MG/8MG,TECNOQUIMICAS S.A.,INVIMA 2018M-0012728-R1,12/09/2011,05/10/2023,Vigente,20031822,13,32,CAJA POR 32 TABLETAS EN BLISTER PVC/PE/PVDC/ALUMINIO POR 8 TABLETAS.,Activo,07/22/2011,N/A,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CODEINA FOSFATO HEMIHIDRATO,mg,8,TABLETA,TABLETA,GRANULES INDIA LIMITED,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1550,AMIGDAL-B®,AH ROBINS S.A.S.,INVIMA 2020M-0010147-R1,10/20/2009,02/11/2025,Vigente,20006406,9,12,MUESTRA MEDICA: CAJA DE CARTÓN POR 12 TABLETAS EN BLISTER DE PVC/ALUMINIO POR 6 TABLETAS (2 BLÍSTER). SABOR PANELA LIMON. FRUTOS ROJOS Y MENTA,Activo,02/27/2019,N/A,Si,U,R02AA99,COMBINACIONES,BUCAL,A,BENOXINATO CLORHIDRATO,mg.,0.2,TABLETA,TABLETA BUCAL,COLOMPACK S.A,FABRICANTE,FABRICAR Y VENDER
1551,METADOXIL ® TABLETAS 500 MG,EXELTIS S.A.S,INVIMA 2018M-0018690,12/28/2018,01/23/2024,Vigente,20150580,3,20,CAJA PLEGADIZA EN SACHET BLANCO POR 20 TABLETAS EN BLÍSTER DE PVC/PVDC/ALUMINIO,Activo,10/31/2018,N/A,No,U,N07BB99,METADOXINA,ORAL,A,METADOXINA,mg,500,TABLETA,TABLETA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER
1552,HIDRAPLUS® 30 MEQ,TECNOQUIMICAS S.A.,INVIMA 2019M-0006812-R1,02/27/2007,11/19/2024,Vigente,19968694,18,1,FRASCO EN POLIPROPILENO POR 500ML SABOR FRESA MUESTRA MEDICA,Inactivo,08/21/2009,02/27/2015,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,A,CLORURO DE SODIO,mg,11.7,100 ML.,SOLUCION ORAL,TECNOFAR TQ S.A.S,FABRICANTE,FABRICAR Y VENDER
1553,EZOLIUM®,PROCAPS S.A.,INVIMA 2019M-0015016-R1,05/07/2014,07/29/2024,Vigente,20066114,9,60,CAJA POR UN FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD (PEAD) POR 60 CAPSULAS DURAS +TAPA BLANCA PUSH DOWN DE POLIETILENO DE ALTA DENSIDAD (PEAD) CON SUBTAPA TRANSPARENTE DE POLIPROPILENO Y LINER DE ALUMINIO,Activo,07/06/2015,N/A,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÉSICO TRIHIDRATO 44.5 MG EQUIVALENTE A ESOMEPRAZOL BASE,mg,40,CÁPSULA DURA,CAPSULA DURA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
1554,TELMISARTAN 80 MG,TECNOQUIMICAS S.A.,INVIMA 2015M-0015839,04/27/2015,05/15/2020,Vigente,20080581,35,30,CAJA POR 30 TABLETAS EN BLISTER ALUMINIO-ALUMINIO POR 10 TABLETAS CADA UNO + INSERTO.,Activo,03/18/2015,N/A,No,U,C09CA07,TELMISARTAN,ORAL,A,TELMISARTAN,mg,80,TABLETA,TABLETA,TECNOQUIMICAS S.A.,FABRICANTE,FABRICAR Y VENDER
1555,TACHYBEN® 25 MG SOLUCIÓN INYECTABLE,EVER NEURO PHARMA GMBH,INVIMA 2018M-0018681,12/27/2018,01/23/2024,Vigente,20109159,1,5,1U1008381000100. CAJA POR 5 AMPOLLAS EN VIDRIO TIPO I.,Activo,06/26/2018,N/A,No,U,C02CA06,URAPIDIL,INTRAVENOSA,C,URAPIDIL,mg,5,ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,CENEXI SAS,FABRICANTE,IMPORTAR Y VENDER
1556,TYGACIL INYECTABLE 50 MG VIAL,PFIZER S.A.S.,INVIMA 2016M-0004889-R1,10/24/2005,04/01/2021,Vigente,19959604,6,500,CAJA PLEGADIZA X 10 FRASCOS AMPOLLA EN VIDRIO CLARO TIPO I DE 5 ML. CON 50MG. DE TIGECICLINA CADA UNO.,Activo,11/10/2006,N/A,No,mg,J01AA12,TIGECICLINA,INTRAVENOSA,A,TIGECICLINA,mg,50,FRASCO-AMPOLLA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,WYETH LEDERLE S.R.L.,FABRICANTE,IMPORTAR Y VENDER
1557,OLMETECANLO 20MG / 5MG,PFIZER S.A.S.,INVIMA 2016M-0012216-R1,05/24/2011,11/08/2021,Vigente,20022570,5,7,MUESTRA MEDICA: CAJA POR 7 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,11/10/2010,N/A,Si,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO,mg,5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER
1558,NUTRIFLEX ® OMEGA SPECIAL,B. BRAUN MELSUNGEN AG,INVIMA 2017M-0012937-R1,02/27/2012,05/04/2022,Vigente,20030605,2,5,CAJA CON 5 BOLSAS PLÁSTICA FLEXIBLE DE POLIAMIDA Y POLIPROPILENO. PUERTO DE PP CON TAPÓN DE GOMA CON TRES COMPARTIMENTOS POR 1250 ML .CADA BOLSA INCLUYE INDICADOR Y ADSORBENTE DE OXIGENO,Activo,10/31/2011,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,A,TRIPTOFANO,g,0.8,1000 ML,EMULSION INYECTABLE,B. BRAUN MEDICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
1559,TRIMETOPRIMA SULFAMETOXAZOL 160 /800 MG TABLETA,LABORATORIOS ECAR S.A.,INVIMA 2019M-0018811,02/25/2019,05/13/2024,Vigente,20128365,2,20,2S1000711001101. SULFAMETOXAZOL 800.0000 MG/TRIMETOPRIMA 160.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ECAR) TABLETA 1.0000U / CAJA X 20. (CAJA PLEGADIZA X 20 TABLETAS EN BLISTER PVC TRANSPARENTE/ALUMINIO. 2 BLÍSTER POR 10 TABLETAS C/U).,Activo,02/22/2019,N/A,No,U,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,A,TRIMETOPRIMA,mg,160,TABLETA,TABLETA,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
1560,MOVIPREN® ULTRA TABLETAS RECUBIERTAS,LABORATORIOS BUSSIÉ S.A.,INVIMA 2015M-0016464,10/26/2015,11/13/2020,Vigente,20086885,3,20,CAJA X 20 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO,Activo,05/20/2015,N/A,No,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,IBUPROFENO COMPRESION DIRECTA 66% (909.09 MG EQUIVALENTE A 600MG),mg,600,TABLETA,TABLETA RECUBIERTA,FABRICANTE MICROGRANULOS: M/S GRANULES INDIA LIMITED,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1561,BETAPLEX® 6.25 MG TABLETAS,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0012819-R1,02/06/2012,11/28/2022,Vigente,20027907,28,80,CAJA PLEGADIZA POR 80 TABLETAS EN BLÍSTER PVC ÁMBAR / ALUMINIO POR 10 TABLETAS CADA BLÍSTER (CON DENOMINACIÓN GENÉRICA) + INSERTO.,Inactivo,10/03/2014,10/27/2017,No,U,C07AG02,CARVEDILOL,ORAL,A,CARVEDILOL,mg,6.25,CADA TABLETA CONTIENE:,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
1562,VIROSUPRIL CREMA 3.75%,SCANDINAVIA PHARMA LTDA.,INVIMA 2018M-0018689,12/28/2018,01/23/2024,Vigente,20128548,1,1,CAJA PLEGADIZA CON TUBO COLAPSIBLE DE ALUMINIO POR 5 GRAMOS,Activo,06/14/2018,N/A,No,U,D06BB10,IMIQUIMOD,TOPICA (EXTERNA),B,IMIQUIMOD,g,3.75,CREMA ( 100 G),CREMA TOPICA,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
1563,KEPPRA ® TABLETAS 500 MG,GLAXOSMITHKLINE TRADING SERVICES LIMITED,INVIMA 2019M-0002928-R2,11/28/2003,07/29/2024,Vigente,19936412,5,10,MUESTRA MÉDICA CAJA POR 10 TABLETAS EN BLISTER PVC/ALUMINIO,Activo,12/23/2008,N/A,Si,U,N03AX14,LEVETIRACETAM,ORAL,A,LEVETIRACETAM,mg,500,TABLETA CUBIERTA,TABLETA RECUBIERTA,UCB PHARMA SA,FABRICANTE,IMPORTAR Y VENDER
1564,ACETAMINOFEN / TRAMADOL CLORHIDRATO TABLETAS,AMERICAN GENERICS S.A.S.,INVIMA 2018M-0014073-R1,02/27/2013,05/22/2023,Vigente,20055365,6,30,CAJA POR 30 TABLETAS EN BLISTER DE PVC-PE-PVDC/ALUMINIO.,Activo,02/05/2013,N/A,No,U,N02AX52,TRAMADOL COMBINACIONES,ORAL,A,ACETAMINOFEN COMPRESION DIRECTA AL 90%. EQUIVALENTE A ACETAMINOFEN COMPUESTO POR ACETAMINOFEN90%. ALMIDON7%. POLIVINIL PIRROLIDONA K30 1.5%. ACIDO ESTEARICO 0.5%. ALMIDON SODIO GLICOLATO 1%.,mg,325,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LIANYUNGANG KANGLE PHARMACEUTICAL GO.. LTD,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1565,DOLICOX GRIP CAPSULAS,PATMAR S.A.,INVIMA 2017M-0017718,05/30/2017,06/29/2022,Vigente,20105758,1,12,PLEGADIZA POR 12 CÁPSULAS EN LAMINADO PET/FOIL/PEBD.,Activo,05/15/2017,N/A,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,FENILEFRINA CLORHIDRATO,mg,10,SIN DATO,CAPSULA DURA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
1566,ADENOCOR® INYECTABLE 3 MG/ML.,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2019M-006671-R2,06/20/1997,04/16/2024,Vigente,208707,1,12,CAJA POR 6 VIALES DE VIDRIO TRANSPARENTE TIPO I DE CAPACIDAD 2 ML CON TAPÓN DE GOMA DE CLOROBUTILO ASEGURADO CON AGRAFE CON CAPSULA DESPRENDIBLE (FLIP-OFF),Activo,11/10/2006,N/A,No,ml,C01EB10,ADENOSINA,INTRAVENOSA,C,ADENOSINA,mg,3,ML,SOLUCION INYECTABLE,FAMAR HEALTH CARE SERVICES MADRID S.A.U,FABRICANTE,IMPORTAR Y VENDER
1567,BETALOC ZOK® 200 MG,ASTRAZENECA COLOMBIA S.A.S,INVIMA 2010 M- 013944 R1,01/01/1999,04/19/2020,Vigente,19901250,10,100,FRASCO DE POLIETILENO CON TAPA DE POLIPROPILENO POR 100 TABLETAS,Inactivo,11/10/2006,03/29/2010,No,U,C07AB02,METOPROLOL,ORAL,A,METOPROLOL SUCCINATO EQUIVALENTE A METOPROLOL TARTRATO,mg,200,TABLETA DE LIBERACION CONTROLADA,TABLETA DE LIBERACION PROLONGADA,ASTRAZENECA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1568,DURAFEX® 250 MG CAPSULA BLANDA,TECNOQUIMICAS S.A,INVIMA 2018M-0012813-R1,02/01/2012,01/29/2024,Vigente,20018558,29,16,CAJA PLEGADIZA DE CARTÓN. FRASCO PEAD BLANCO CON TAPA PLÁSTICA BLANCA POR 16 CÁPSULAS,Activo,05/19/2015,N/A,No,U,M01AE02,NAPROXENO,ORAL,A,NAPROXENO,mg,250,CAPSULA BLANDA,CAPSULA BLANDA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
1569,ALVANCO®,AL PHARMA S.A.,INVIMA 2020M-0019627,03/19/2020,04/21/2025,Vigente,20126052,3,10,1V1002011002102 CAJA PLEGADIZA POR 10 VIALES DE VIDRIO TIPO I CON TAPÓN DE BROMOBUTILO Y AGRAFE DE ALUMINIO.,Activo,03/04/2020,N/A,No,U,J01XA01,VANCOMICINA,INTRAVENOSA,A,VANCOMICINA CLORHIDRATO 512.58 MG EQUIVALENTE A VANCOMICINA,mg,500,CADA VIAL CONTIENE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,AL PHARMA S.A.,IMPORTADOR,IMPORTAR Y VENDER
1570,ZINKIDS ® CAPSULA BLANDA,TECNOQUIMICAS S.A.,INVIMA 2017M-0017957,12/18/2017,02/01/2023,Vigente,20107367,55,91,INSTITUCIONAL: CAJA PLEGADIZA POR 91 CÁPSULAS BLANDAS COLOR ROJO-FUCSIA EN BLÍSTER PVC/PVDC-ALUMINIO POR 7 CÁPSULAS CADA BLÍSTER,Activo,01/31/2017,N/A,No,U,A12CB01,ZINC SULFATO,ORAL,A,SULFATO DE ZINC MONOHIDRATADO 56 MG EQUIVALENTE A ZINC ELEMENTAL,mg,20,CÁPSULA BLANDA,CAPSULA BLANDA,TECNOQUIMICAS S.A. (PLANTA JAMUNDÍ),FABRICANTE,FABRICAR Y VENDER
1571,MUCIPROT,TECNOQUIMICAS S.A.,INVIMA 2015M-0016381,10/15/2015,10/30/2020,Vigente,20085387,6,24,24 SOBRES. EN CAJA PLEGADIZA Y FOLLETO.,Activo,05/04/2015,N/A,No,U,A07BC05,DIOSMECTITA,ORAL,E,DIOSMECTITA,g,3,SOBRE DE 3.76 G DE POLVO,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,TECNOQUIMICAS S.A,FABRICANTE,FABRICAR Y VENDER
1572,TENSYPRES - K® TABLETAS 50 MG,ANGLOPHARMA S.A.,INVIMA 2018M-0012913-R1,02/20/2012,01/30/2024,Vigente,20032072,2,20,CAJA POR 20 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS,Activo,10/25/2011,N/A,No,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50,TABLETA,TABLETA,ANGLOPHARMA S.A.,FABRICANTE,FABRICAR Y VENDER
1573,ATORVASTATINA 20 MG TABLETAS RECUBIERTAS,LABORATORIOS ECAR S.A.,INVIMA 2017M-0005892-R1,06/09/2006,09/26/2022,Vigente,19963352,13,750,USO INSTITUCIONAL: CAJA POR 750 TABLETAS RECUBIERTAS EN BLÍSTER PVC/PVDC BLANCO / ALUMINIO IMPRESO BLANCO POR 10 TABLETAS RECUBIERTAS CADA UNO.,Activo,10/03/2017,N/A,No,U,C10AA05,ATORVASTATIN,ORAL,A,ATORVASTATINA CALCICA EQUIVALENTE A ATORVASTATINA BASE,mg,20,CADA TABLETA RECUBIERTA CONTIENE:,TABLETA RECUBIERTA,LABORATORIOS ECAR S.A.,FABRICANTE,FABRICAR Y VENDER
1574,ERITROMAX 10.000 U.I.,BLAU FARMACÉUTICA S.A.,INVIMA 2017M-0011457-R1,10/12/2010,08/31/2022,Vigente,20013654,7,3,CAJA POR 3 JERINGAS PRELLENADAS POR 1 ML DE SOLUCIÓN INYECTABLE C/U,Activo,02/12/2010,N/A,No,U,B03XA01,ERITROPOYETINA,INTRAVENOSA,A,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETIN ALFA),UI,"10,000",FRASCO Y/ O JERINGA PRELLENADA,SOLUCION INYECTABLE,BLAU FARMACÉUTICA COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
1575,KEPPRA ® TABLETAS 1000 MG,GLAXOSMITHKLINE TRADING SERVICES LIMITED,INVIMA 2019M-0002929-R2,11/28/2003,07/29/2024,Vigente,19936411,2,60,CAJA X 60 TABLETAS RECUBIERTAS EN BLISTER DE ALUMINIO/PVC.,Activo,11/10/2006,N/A,No,U,N03AX14,LEVETIRACETAM,ORAL,A,LEVETIRACETAM,mg,"1,000",TABLETA RECUBIERTA,TABLETA RECUBIERTA,UCB PHARMA SA,FABRICANTE,IMPORTAR Y VENDER
1576,SUPLECAL® MASTICABLE,NATURE'S PRODUCTS. INC.,INVIMA 2017M-0002815-R1,10/01/2003,03/08/2022,Vigente,19937457,2,60,CAJA POR 1 FRASCO DE POLIETILENO DE ALTA DENSIDAD COLOR BLANCO CON BOCA TIPO ROSCA POR 60 TABLETAS+TAPA DE PP DE COLOR BLANCO+SUBTAPA TRANSPARENTE.,Activo,11/10/2006,N/A,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,A,CARBONATO DE CALCIO EQUIVALENTE A CALCIO ELEMENTAL,mg,600,TABLETA MASTICABLE,TABLETA MASTICABLE,NATURE'S PRODUCTS. INC.,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
1577,IPIPRAL® 30 MG TABLETAS,HUMAX PHARMACEUTICAL S.A.,INVIMA 2016M-0010979-R1,06/17/2010,03/17/2021,Vigente,20014921,15,21,MUESTRA MÉDICA CAJA PLEGADIZA POR 21 TABLETAS EN SOBRE FOIL ALUMINIO/PEBD. CADA SOBRE CONTIENE 7 TABLETAS.,Activo,07/15/2019,N/A,Si,U,N05AX12,ARIPIPRAZOL,ORAL,A,ARIPIPRAZOL,mg,30,TABLETA,TABLETA,FARMATECH S.A.,FABRICANTE,FABRICAR Y VENDER
1578,PASEDOL TABLETAS,LABORATORIOS ECAR S.A,INVIMA 2016M-015044-R2,01/01/1999,11/10/2021,Vigente,19913783,97,84,PRESENTACION COMERCIAL E INSTITUCIONAL: BOLSA POR 84 TABLETAS EN SOBRE POR 12 TABLETAS.,Activo,10/13/2016,N/A,No,U,R06AA99,DIMENHIDRINATO,ORAL,A,DIMENHIDRINATO,g,0.05,TABLETA,TABLETA,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
1579,LUVOX 50 MG TABLETAS RECUBIERTAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015 M-001929-R2,06/18/1995,12/04/2020,Vigente,59492,7,20,CAJA X 20 TABLETAS RECUBIERTAS,Activo,06/22/2015,N/A,No,U,N06AB08,FLUVOXAMINA,ORAL,A,MALEATO DE FLUVOXAMINA,mg,50,TABLETA,TABLETA RECUBIERTA,MYLAN LABORATORIES S.A.S.,FABRICANTE,IMPORTAR Y VENDER
1580,ZURCAL®,TAKEDA S.A.S,INVIMA 2017M-005136-R2,06/29/1996,07/05/2022,Vigente,203129,3,14,CAJA POR 14 COMPRIMIDOS EN BLISTER ALUMINIO/PVC/ALUMINIO POR 7 COMPRIMIDOS CADA UNO.,Activo,11/10/2006,N/A,No,U,A02BC02,PANTOPRAZOL,ORAL,A,PANTOPRAZOL SODICO SESQUIHIDRATO EQUIVALENTE A 40 MG PANTOPRAZOL,mg,45.1,TABLETA CON CUBIERTA ENTERICA,TABLETA CON CUBIERTA ENTERICA(GRAGEA),TAKEDA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
1581,DELBACTAM,LABORATORIOS DELTA S.A.S,INVIMA 2017M-0011644-R1,11/30/2010,02/09/2022,Vigente,20025675,2,10,CAJA CON 10 VIALES EN VIDRIO TIPO I POR 4.5 GRAMOS,Activo,10/26/2019,N/A,No,U,J01CR05,PIPERACILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,PIPERACILINA SODICA EQUIVALENTE A PIPERACILINA,g,4,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,REYOUNG PHARMACEUTICAL CO LTD - CHINA . YIYUAN,FABRICANTE,IMPORTAR Y VENDER
1582,CANDAM® H 10/16/12.5 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2017M-0013417-R1,07/24/2012,11/03/2022,Vigente,20039158,13,28,CAJA POR 28 TABLETAS EN BLISTER DE PVDC BLANCO/ALUMINIO.,Activo,11/08/2011,08/15/2017,No,U,C09DA06,CANDESARTAN Y DIURETICOS,ORAL,A,HIDROCLOROTIAZIDA,mg,12.5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
1583,FERBIN GOTAS,NOVAMED S.A.,INVIMA M-13763,10/22/1999,04/16/2020,Vigente,58951,2,30,CAJA CON FRASCO DE VIDRIO ÁMBAR. CON TAPA PILFER PROFF Y GOTERO PLÁSTICO X 30 ML.,Activo,11/10/2006,N/A,No,ml,N03AG01,VALPROICO ACIDO,ORAL,B,ACIDO VALPROICO,g,37.5,100 ML DE SOLUCION ORAL,SOLUCION ORAL,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
1584,LADEE®,EXELTIS S.A.S.,INVIMA 2016M-0016841,02/22/2016,03/08/2021,Vigente,20077110,18,21,MUESTRA MÉDICA - CAJA POR 1 BLÍSTER DE PVC-PVDC / ALUMINIO POR 21 TABLETAS CUBIERTAS CON PELÍCULA. CADA BLÍSTER SIN PORTABLISTER.,Inactivo,11/08/2016,N/A,Si,U,G03CA53,ESTRADIOL COMBINACIONES,ORAL,A,ACETATO DE CLORMADINONA,mg,2,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,EXELTIS S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1585,OMEPRAZOL 20 MG,AMERICAN GENERICS S.A.S.,INVIMA 2018M-014316-R3,01/01/1999,05/22/2023,Vigente,40432,2,7,CAJA POR 7 CÁPSULAS EN BLISTER ALUMINIO - PVC/PVDC,Inactivo,11/10/2006,11/23/2015,No,U,A02BC01,OMEPRAZOL,ORAL,A,**OMEPRAZOL PELLETS 8.5% 235 .295 MG EQUIVALENTE A OMEPRAZOL,mg,20,CAPSULA,CAPSULA DURA,TITAN LABORATORIES PVT. LTD.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1586,EUTIROX® 100 MCG TABLETAS,MERCK S.A.,INVIMA 2019M-010642-R3,05/14/1999,07/29/2024,Vigente,32602,1,30,CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/ALUMINIO,Activo,11/10/2006,N/A,No,U,H03AA01,LEVOTIROXINA DE SODIO,ORAL,A,LEVOTIROXINA SÓDICA,mg,0.1,TABLETA,TABLETA,MERCK S.A.,IMPORTADOR,IMPORTAR Y VENDER
